Murders,Robberies,Assaults,Burglaries,Larcenies,Auto_Thefts,Non.Violent,Total_Violent
0,0,31.56,749.57,1507.02,86.79,2343.38,31.56
18.01,490.9,977.3,1288.06,1688.88,1080.89,4057.83,1486.21
0,20.72,34.54,911.79,3771.5,69.08,4752.37,55.26
12.96,297.98,1252.38,621.87,1377.61,699.6,2699.08,1563.32
0,0,187.39,446.85,2198.2,64.86,2709.91,187.39
5.9,247.63,341.96,731.09,2753.38,536.52,4020.99,595.49
5.69,108.15,71.15,626.16,2923.01,1462.93,5012.1,184.99
0,0,55.52,148.05,678.55,61.69,888.29,55.52
4.29,178.21,448.74,867.42,1494.36,753.62,3115.4,631.24
0,120.02,365.05,935.14,5320.8,435.07,6691.01,485.07
0,57.52,115.04,517.69,3585.47,795.71,4898.87,172.56
0,47.2,37.76,254.89,2010.76,207.68,2473.33,84.96
0,3.21,109.03,577.2,1632.19,118.65,2328.04,112.24
18.2,340.55,431.54,1245.22,4887.31,1996.52,8129.05,790.29
1.26,35.23,232.8,600.23,3236.48,421.55,4258.26,269.29
2.57,12.85,7.71,400.99,1295.5,46.27,1742.76,23.13
11.15,301.15,356.92,1310.58,7439.63,323.46,9073.67,669.22
0,32.06,59.53,613.67,2404.29,160.29,3178.25,91.59
0,17.52,43.81,367.97,2698.44,376.73,3443.14,61.33
13.35,13.35,6.68,367.16,1381.84,213.62,1962.62,33.38
0,52.45,94.41,461.55,2307.77,713.31,3482.63,146.86
0,177.45,57.71,871.37,1367.65,1097.87,3336.89,235.16
0,27.1,13.55,528.38,726.19,249.29,1503.86,40.65
3.98,159.08,113.34,1010.16,1996.46,1113.56,4120.18,276.4
16.81,236.96,331.53,1213.17,4072.97,547.48,5833.62,585.3
4.47,31.29,107.28,625.78,2413.73,192.2,3231.71,143.04
3.09,43.21,361.08,1129.53,4601.43,388.85,6119.81,407.38
0,25.36,33.17,723.82,2218.28,132.67,3074.77,58.53
0,40.24,106.62,535.14,1941.38,422.48,2899,146.86
0,18.93,643.78,782.63,1382.23,88.36,2253.22,662.71
0,88.65,1824.63,1447.88,5835.86,125.58,7409.32,1913.28
22.22,111.1,727.7,1333.19,4838.35,333.3,6504.84,861.02
0,78.98,55.28,473.86,2416.68,379.09,3269.63,134.26
0,45.83,126.02,435.34,2272.94,219.96,2928.24,171.85
0,46.89,108.1,802.29,2149,441.52,3392.81,154.99
29.46,151.5,681.73,1548.63,5256.07,412.41,7217.11,862.69
2.36,552.06,401.07,2479.53,9167.91,1986.46,13633.9,955.49
0,146.96,440.88,1088.02,3060.38,270.72,4419.12,587.84
0,82.37,118.61,411.85,1584.79,233.93,2230.57,200.98
7.11,264.17,265.35,1352.82,3316.91,335.24,5004.97,536.63
0,48.86,221.77,781.84,3788.9,187.94,4758.68,270.63
0,78.4,548.78,791.11,3463.76,356.35,4611.22,627.18
0,72.53,272,550.8,2485.41,334.33,3370.54,344.53
3.77,97.95,60.28,450.19,3100.45,435.12,3985.76,162
3.45,31.09,127.82,380.02,1416.43,120.91,1917.36,162.36
10.48,429.62,345.79,1173.6,1584.89,709.93,3468.42,785.89
0,78.99,483.83,908.42,3527.52,271.54,4707.48,562.82
0,50.34,102.87,656.6,2512.58,225.43,3394.61,153.21
2.96,2.96,80.03,355.69,2125.26,186.74,2667.69,85.95
0,5.05,141.48,500.23,3314.64,85.9,3900.77,146.53
0,71.17,213.52,743.38,3693.16,63.27,4499.81,284.69
0,81.62,64.13,1049.44,3638.06,343.98,5031.48,145.75
13.4,265.26,456.84,1764.37,4915.33,722.09,7401.79,735.5
25.42,585.59,440.83,1530.41,5550.38,891.1,7971.89,1051.84
44.69,630.15,1682.13,2448.21,5513.28,1309.06,9270.55,2356.97
32.63,244.74,448.69,2210.8,5522.92,358.95,8092.67,726.06
2.37,35.53,94.75,506.93,2447,213.19,3167.12,132.65
45.09,1172.43,637.32,2745.44,2870.95,2695.09,8311.48,1854.84
0,7.82,39.11,563.12,4935.09,54.75,5552.96,46.93
0,16.87,39.35,399.15,2321.79,140.54,2861.48,56.22
0,153.94,102.63,684.17,4934.58,359.19,5977.94,256.57
0,64.54,276.61,935.87,3863.35,465.63,5264.85,341.15
0,30.57,68.78,955.29,5242.64,122.28,6320.21,99.35
0,0,7.93,420.27,2759.5,55.51,3235.28,7.93
2.9,23.18,113.01,475.24,3442.58,211.54,4129.36,139.09
0,11.08,155.12,454.29,3241,216.07,3911.36,166.2
16.7,200.38,2137.43,2095.68,6053.27,1235.7,9384.65,2354.51
18.74,640.26,986.94,3266.91,7898.68,1286.78,12452.37,1645.94
0,23.94,53.88,173.6,2424.42,71.83,2669.85,77.82
11.7,269.01,318.72,1239.8,4903.65,1064.36,7207.81,599.43
9.32,150.34,314.66,1001.07,3660.5,363.6,5025.17,474.32
6.07,42.51,48.58,261.14,1639.74,740.92,2641.8,97.16
5.81,184.76,538.02,1089.99,3854.47,262.62,5207.08,728.59
58.12,1188.25,613.5,2712.3,4426.86,2896.35,10035.51,1859.87
18.26,142.41,180.75,708.38,2961.31,149.71,3819.4,341.42
0,11.75,23.5,1040.01,4048.42,64.63,5153.06,35.25
3.43,41.15,181.74,545.21,819.53,150.88,1515.62,226.32
0,83.33,583.28,1024.91,3716.36,474.96,5216.23,666.61
33.82,471.17,299.83,2838.27,5216.65,1201.59,9256.51,804.82
0,48.08,150.24,543.85,2166.4,105.17,2815.42,198.32
0,0,17.24,172.44,465.6,34.49,672.53,17.24
0,163.78,120.94,758.42,2003.12,1133.84,3895.38,284.72
2.47,44.54,51.96,611.16,3231.47,215.27,4057.9,98.97
0,25.25,25.25,208.28,1281.24,119.92,1609.44,50.5
1.77,127.73,331.75,659.96,2446.47,624.48,3730.91,461.25
0,5.6,28.01,347.32,750.66,84.03,1182.01,33.61
14.5,224.71,869.85,2062.27,7281.36,489.29,9832.92,1109.06
18.76,501.82,766.8,1568.77,1317.86,921.56,3808.19,1287.38
18.6,164.31,589.04,1441.59,4396.08,455.73,6293.4,771.95
0,26.12,60.94,378.69,1410.29,126.23,1915.21,87.06
7.89,7.89,78.91,315.66,3882.58,126.26,4324.5,94.69
0,75.42,120.67,1357.57,5362.4,407.27,7127.24,196.09
3.51,59.59,157.73,347,1815.63,136.7,2299.33,220.83
5.38,157.86,102.25,706.79,3535.74,694.23,4936.76,265.49
3.89,108.87,334.38,610.44,3596.56,291.61,4498.61,447.14
20.04,133.6,233.8,1349.37,6192.38,434.2,7975.95,387.44
6.57,335.02,1090.46,1688.23,6936.87,1156.15,9781.25,1432.05
0,28.93,79.55,238.65,2654.04,122.94,3015.63,108.48
6.68,327.1,754.34,1201.6,5747.66,213.62,7162.88,1088.12
5.92,118.38,639.26,1201.57,3619.52,393.62,5214.71,763.56
0,249.28,563.2,544.73,3019.11,609.36,4173.2,812.48
4.15,118.32,238.72,1114.71,3178.06,431.77,4724.54,361.19
7.34,347.49,1103.63,2787.23,7145.48,721.89,10654.6,1458.46
4.06,20.32,256.06,898.23,4417.98,369.86,5686.07,280.44
6.2,161.33,245.09,1399.19,1594.64,384.7,3378.53,412.62
0,27.64,124.37,267.16,1004.15,78.3,1349.61,152.01
0,77.86,138.02,688.31,2953.2,405.2,4046.71,215.88
0,71.99,67.75,448.87,1609.15,93.16,2151.18,139.74
0,13.67,1168.99,721.22,1627.02,283.7,2631.94,1182.66
15.14,298.4,171.37,1096.31,5414.49,965.48,7476.28,484.91
0,22.38,22.38,193.96,2543.83,111.9,2849.69,44.76
8.75,160.37,174.95,1277.12,3166.55,699.79,5143.46,344.07
0,97.21,0,88.37,2730.65,786.5,3605.52,97.21
8.79,85,137.77,1201.78,7389.49,354.67,8945.94,231.56
10.01,160.23,597.52,928,4412.99,357.18,5698.17,767.76
0,29.6,186.45,805,1852.67,242.68,2900.35,216.05
0,78.39,192.97,964.84,3105.59,211.06,4281.49,271.36
0,22.7,133.17,584.12,2159.44,163.43,2906.99,155.87
3.86,270.35,532.98,1506.26,2738.3,784.03,5028.59,807.19
13.01,635.06,478.96,2010.43,4623.99,750.95,7385.37,1127.03
0,71.76,0,251.14,2897.12,107.63,3255.89,71.76
8.66,17.32,112.56,372.33,779.29,199.15,1350.77,138.54
10.91,339.48,796.22,1461.55,4759.57,1087.98,7309.1,1146.61
1.14,45.59,139.04,1079.29,5012.37,329.37,6421.03,185.77
0,614.46,328.67,2229.21,4201.2,1771.93,8202.34,943.13
0,0,66.3,206.28,1215.56,22.1,1443.94,66.3
0,44.37,698.8,1486.33,2512.34,582.33,4581,743.17
18.65,88.61,867.42,895.4,2602.25,144.57,3642.22,974.68
3.19,41.51,188.37,705.6,2311.55,418.25,3435.4,233.07
0,182.42,342.83,1305.28,3981.88,462.35,5749.51,525.25
3.63,130.59,145.1,819.82,4810.1,203.14,5833.06,279.32
0,10.38,62.3,443,2966.01,204.19,3613.2,72.68
0,18.04,84.19,342.75,1491.28,72.16,1906.19,102.23
2.65,217.03,423.48,2165.05,4486.26,738.45,7389.76,643.16
7.85,0,102.07,423.99,3030.78,157.04,3611.81,109.92
6.06,148.07,378.0046049,1274.54,3824.13,522.05,5620.72,532.1346049
0,45.36,111.65,1189.81,5038.38,249.48,6477.67,157.01
0,21.75,184.88,293.64,2392.6,282.76,2969,206.63
13.76,217.14,399.1,1755.43,5062.92,539.78,7358.13,630
0,35.83,447.89,483.73,2466.41,191.1,3141.24,483.72
5.25,99.8,362.43,819.41,3004.52,262.63,4086.56,467.48
0,9.47,104.14,145.16,1483.16,72.58,1700.9,113.61
5.04,52.89,536.46,418.08,1589.22,244.3,2251.6,594.39
0,57.26,90.95,343.57,2303.96,269.47,2917,148.21
0,43.26,93.73,598.41,1831.29,281.18,2710.88,136.99
7.61,76.06,38.03,600.9,2852.36,304.25,3757.51,121.7
3.71,153.8,292.78,1458.35,4186.05,252.02,5896.42,450.29
2.88,175.41,296.19,925.95,1791.52,1334.29,4051.76,474.48
0,84.38,1012.5,1173.58,5346.32,168.75,6688.65,1096.88
50.99,836.42,1326.77,2214.17,2860.74,1456.95,6531.86,2214.18
0,31.45,127.66,477.33,4114.63,140.61,4732.57,159.11
18.09,22.61,45.22,402.44,1248.02,122.09,1772.55,85.92
0,5.97,274.73,639.03,3792.4,167.22,4598.65,280.7
0,0,0,80.41,1813.8,80.41,1974.62,0
0,25.11,213.47,508.57,1444.09,94.18,2046.84,238.58
15.91,143.15,162.24,578.97,1552.41,582.15,2713.53,321.3
0,253,312.21,1415.73,2863.76,845.13,5124.62,565.21
0,227.29,188.61,744.75,1716.8,527.13,2988.68,415.9
0,73.77,81.14,516.38,3356.45,184.42,4057.25,154.91
16.21,888.43,762.35,2616.09,5577.72,1306.09,9499.9,1666.99
3,11.98,131.8,581.13,4151.81,176.74,4909.68,146.78
0,21.16,14.1,253.88,2016.93,126.94,2397.75,35.26
11.06,55.32,265.55,1131.37,3991.59,113.41,5236.37,331.93
17.48,530.27,1112.99,1893.83,3222.42,337.98,5454.23,1660.74
14.1,172.06,620.54,1748.79,3785.29,262.32,5796.4,806.7
8.95,98.43,930.65,1225.95,3579.42,295.3,5100.67,1038.03
2.57,23.13,87.39,1593.58,5832.01,236.47,7662.06,113.09
2.4,115.04,318.76,963.47,3297.86,206.12,4467.45,436.2
13.02,1188.9,813.07,1464.27,2234.54,1780.56,5479.37,2014.99
0,27.43,44.88,431.38,1959.9,174.55,2565.83,72.31
29.61,221.23,1654.88,1823.85,7589.8,452.91,9866.56,1905.72
4.16,29.14,187.34,603.64,2626.87,228.97,3459.48,220.64
9.86,463.63,611.59,2110.97,8261.41,537.61,10909.99,1085.08
7.7,240.52,893.76,981.31,1800.03,717.7,3499.04,1141.98
22.31,462.83,365.25,655.22,789.05,786.26,2230.53,850.39
41.81,705.48,1405.73,2497.91,5157.82,271.74,7927.47,2153.02
0,0,201.52,183.2,943.48,54.96,1181.64,201.52
12.25,303.48,659.35,1365.64,2399.91,1343.19,5108.74,975.08
0,288.7,947.52,1983.86,7624.55,525.58,10133.99,1236.22
0,49.91,331.55,1354.72,3639.93,295.9,5290.55,381.46
0,60.05,620.54,805.14,3187.21,433.71,4426.06,680.59
12.16,318.48,267.43,1512.17,3595.65,641.82,5749.64,598.07
0,7.16,136,393.67,2440.77,64.42,2898.86,143.16
4.73,609.82,1457.59,2306.93,3372.97915,473.9656284,6153.874778,2072.14
0,165.65,250.49,1066.62,3975.6,169.69,5211.91,416.14
7.37,76.14,154.73,940.69,2957.14,375.78,4273.61,238.24
11.49,401.72,715.43,1259.58,3270.25,1668.64,6198.47,1128.64
0,15.97,0,311.4,1565,15.97,1892.37,15.97
0,31.77,95.31,333.57,2025.26,55.6,2414.43,127.08
0,214.89,183.64,1156.52,1738.69,535.28,3430.49,398.53
22,297.93,297.33,1786.78,6129.01,1179.72,9095.51,617.26
30.73,1279.69,1445.66,1660.84,4411.72,1470.57,7543.13,2756.08
0,7.74,201.11,642.02,5143.87,100.56,5886.45,208.85
0,27.54,82.61,406.17,660.88,158.34,1225.39,110.15
5.95,167.59,277.33,1314.33,4262.87,432.16,6009.36,450.87
6.94,101.81,215.19,714.98,1788.61,573.83,3077.42,323.94
0,29.64,142.81,557.79,3077.25,188.62,3823.66,172.45
0,55.9,83.85,456.49,1956.4,74.53,2487.42,139.75
26.56,106.23,159.35,1268.18,3021.05,431.58,4720.81,292.14
21.29,444.03,2031.57,1943.37,3530.91,1496.3,6970.58,2496.89
12.1,308.43,1043.21,1817.3,5956.88,526.14,8300.32,1363.74
9.58,277.95,257.41,1360.97,2875.29,1299.36,5535.62,544.94
0,0,17.39,130.41,2495.22,78.25,2703.88,17.39
8.14,170.93,227.9,594.17,2702.26,122.09,3418.52,406.97
0,0,89.94,341.79,1475.09,89.94,1906.82,89.94
7.88,59.07,641.86,1460.92,7651.11,421.34,9533.37,708.81
60.06,776.83,694.62,2501.32,5696.27,1090.42,9288.01,1531.51
1.95,272.74,118.84,794.84,2951.43,1523.45,5269.72,393.53
0,13.59,44.18,696.62,2354.9,95.15,3146.67,57.77
4.67,112.02,400.25,777.17,3141.34,576.46,4494.97,516.94
4.59,100.9,77.97,678.77,2563.75,174.28,3416.8,183.46
7.27,36.37,283.7,814.72,2531.46,298.25,3644.43,327.34
0,43.21,43.21,667.34,2112.44,244.85,3024.63,86.42
0,43.08,59.23,436.14,3876.8,150.76,4463.7,102.31
4.43,186.12,567.23,864.13,1435.79,828.68,3128.6,757.78
0,0,50.1,308.93,1552.98,58.45,1920.36,50.1
8.25,511.55,1287.13,2235.97,8275.58,569.31,11080.86,1806.93
0,14.81,70.34,270.27,2613.85,570.16,3454.28,85.15
0,8.08,48.48,468.61,1430.07,169.67,2068.35,56.56
0,14.1,47.01,521.86,2002.82,188.06,2712.74,61.11
7.27,14.55,276.42,785.63,1753.11,298.25,2836.99,298.24
11.28,351.5,440.47,1769.39,3983.63,358.39,6111.41,803.25
2.33,100.22,233.07,981.24,2675.68,226.08,3883,335.62
4.29,145.94,646.02,1787.82,4646.62,1083.85,7518.29,796.25
5.33,678.12,362.14,1034.94,3308.95,1194.7,5538.59,1045.59
0,17.71,62,557.97,4268.89,79.71,4906.57,79.71
4.45,186.75,304.13,1426.4,4308.54,780.78,6515.72,495.33
24.16,1000.84,1183.61,2921.19,7104.9,2120.04,12146.13,2208.61
0,41.46,274.68,326.51,2295.93,124.38,2746.82,316.14
7.6,30.4,676.45,988.07,3055.41,212.81,4256.29,714.45
7.7,300.07,1432.22,1179.6,4668.1,603.79,6451.49,1739.99
0,15.38,11.54,472.99,1530.47,157.66,2161.12,26.92
0,53.35,58.2,339.49,2648.04,266.74,3254.27,111.55
7.6,7.6,113.96,227.93,1367.57,75.98,1671.48,129.16
0,107.53,152.33,1370.97,2437.28,232.97,4041.22,259.86
7.94,222.22,690.48,2579.37,2841.27,436.51,5857.15,920.64
0,29.55,14.77,320.12,1590.74,83.72,1994.58,44.32
19.28,163.84,375.87,1975.71,4529.68,799.92,7305.31,558.99
2.91,72.73,168.73,546.91,4157.09,218.18,4922.18,244.37
10.51,299.43,1402.61,1040.13,4270.86,945.58,6256.57,1712.55
19.32,278.2,230.87,1753.23,4788.31,1330.14,7871.68,528.39
0,28.97,28.97,366.9,1651.06,38.62,2056.58,57.94
0,21.97,21.97,338.28,1300.41,166.94,1805.63,43.94
0,23.83,181.14,490.99,2273.81,328.92,3093.72,204.97
8,16.01,444.18,1052.42,3557.42,340.14,4949.98,468.19
8.11,72.98,1492.05,973.08,4751.87,364.9,6089.85,1573.14
0,33.05,47.21,505.17,1539.12,51.93,2096.22,80.26
3.8,30.36,110.06,671.75,1776.16,265.66,2713.57,144.22
0,80.37,83.46,1038.61,6995.15,500.76,8534.52,163.83
0,29.83,37.79,354.03,2239.55,234.7,2828.28,67.62
7.5,258.77,581.29,1552.6,3401.46,288.77,5242.83,847.56
16.66,545.48,1184.47,2104,6102.41,1254.88,9461.29,1746.61
0,0,59.7,171.64,619.4,29.85,820.89,59.7
3.93,145.55,365.83,1559.7,3428.2,257.66,5245.56,515.31
9.47,363.52,734.61,1490.05,3341.73,1154.93,5986.71,1107.6
0,14.47,154.34,274.92,1929.29,86.82,2291.03,168.81
0,14.08,47.86,520.86,3395.46,157.67,4073.99,61.94
0,143.26,1124.56,1217.68,5171.55,530.05,6919.28,1267.82
0,16.04,117.6,561.29,2715.56,117.6,3394.45,133.64
0,106.07,73.43,611.95,3810.38,212.14,4634.47,179.5
5.36,37.49,235.66,632,4375.77,160.68,5168.45,278.51
0,163.99,569.5,1147.95,5581.73,545.65,7275.33,733.49
2.16,89.83,51.95,722.96,2339.88,422.09,3484.93,143.94
8,87.97,311.9,1463.53,2463.21,583.81,4510.55,407.87
0,94.97,300.73,953.62,9868.63,2734.25,13556.5,395.7
0,6.72,241.85,329.19,1081.63,53.75,1464.57,248.57
0,17.75,277.4,381.7,2765.14,122.06,3268.9,295.15
0,18.96,9.48,474.09,1692.5,23.7,2190.29,28.44
0,0,79.67,248.95,2967.54,129.46,3345.95,79.67
6.55,6.55,52.38,261.9,1329.14,58.93,1649.97,65.48
3.64,127.29,200.02,1047.39,1829.29,363.68,3240.36,330.95
0,39.27,175.22,652.53,1534.65,428.98,2616.16,214.49
15.78,189.4,115.75,452.46,2725.31,152.58,3330.35,320.93
5.19,161,171.39,720.18,2866.89,967.75,4554.82,337.58
6.89,343.46,722.21,1495.21,3867.57,841,6203.78,1072.56
0,14.68,88.07,355.22,2580.51,93.94,3029.67,102.75
4.74,132.77,94.84,573.76,3911.99,336.67,4822.42,232.35
0,19.57,143.5,326.14,2286.22,91.32,2703.68,163.07
0,49.99,99.98,383.27,1724.71,74.99,2182.97,149.97
0,44.05,188.79,711.09,1711.66,421.62,2844.37,232.84
0,28.72,222.57,552.84,1033.89,157.96,1744.69,251.29
0,13.67,143.5,317.74,1277.8,64.92,1660.46,157.17
34.03,585.33,445.81,1769.61,4097.33,435.6,6302.54,1065.17
15.81,268.8,758.95,2292.67,6885.92,1004.03,10182.62,1043.56
7.75,240.1,577,2002.09,2885.02,398.87,5285.98,824.85
6.78,246.34,271.2,1453.21,6990.3,1091.6,9535.11,524.32
0,11.65,104.82,267.88,786.16,116.47,1170.51,116.47
17.27,201.43,564,1611.42,4379.6,166.9,6157.92,782.7
0,43.57,393.9,816.85,2029.41,319.48,3165.74,437.47
0,28.53,23.34,624.97,1926.77,272.29,2824.03,51.87
2.57,261.82,631.45,1103.75,2836.39,888.14,4828.28,895.84
7.86,381.32,959.19,2390.13,8070.6,1187.2,11647.93,1348.37
18.03,943.48,534.84,2800.4,7292.45,1992.13,12084.98,1496.35
19.63,582.83,477.87,2227.21,5921.31,1332.91,9481.43,1080.33
0,35.49,42.59,1242.1,1788.63,49.68,3080.41,78.08
1.98,158.38,199.96,821.6,2850.86,623.63,4296.09,360.32
0,9.13,237.42,319.61,1744.13,27.39,2091.13,246.55
22.53,37.55,142.67,735.9,2222.72,135.17,3093.79,202.75
0,7.78,54.44,482.19,3709.75,163.32,4355.26,62.22
5.36,182.36,895.73,1319.46,4467.93,327.18,6114.57,1083.45
9.89,19.77,632.69,370.72,2085.91,113.69,2570.32,662.35
8.6,120.4,240.8,799.79,3981.77,430,5211.56,369.8
15.1,249.19,906.14,1208.19,5172.54,891.04,7271.77,1170.43
0,32.37,20.23,788.9,3543.98,331.74,4664.62,52.6
0,23.65,29.57,236.55,1371.97,94.62,1703.14,53.22
25.22,646.14,226.68,1325.37,4105.12,1705.31,7135.8,898.04
2.71,267.84,881.99,3222.23,6398.46,608.73,10229.42,1152.54
17.92,26.89,89.62,806.6,2894.78,116.51,3817.89,134.43
0,33.44,242.41,852.63,3895.34,83.59,4831.56,275.85
2.99,212.23,110.6,1670.9,2612.46,854.88,5138.24,325.82
4.12,119.47,208.05,582.95,2632.55,582.95,3798.45,331.64
12.72,50.88,642.41,998.6,4426.92,114.49,5540.01,706.01
0,4.47,13.4,285.85,893.3,62.53,1241.68,17.87
0,35.59,203.38,793.17,2989.63,238.97,4021.77,238.97
3.99,15.94,119.57,438.42,2491.03,83.7,3013.15,139.5
3.92,28.76,122.9,788.42,3208.6,245.81,4242.83,155.58
0,38.68,42.55,189.54,2568.47,251.43,3009.44,81.23
0,55.8,174.37,390.6,2120.39,118.57,2629.56,230.17
0,0,72.79,307.34,3623.42,48.53,3979.29,72.79
2.17,73.17,387,858.55,2138.23,446.62,3443.4,462.34
0,64.67,93.78,593.38,2208.6,106.71,2908.69,158.45
0,12.5,154.21,583.5,3459.34,137.54,4180.38,166.71
0,160.03,150.62,640.12,1647.37,470.68,2758.17,310.65
3.72,33.49,96.76,487.51,1763.98,245.62,2497.11,133.97
12.96,844.73,1079.18,2014.63,3072.61,2181.93,7269.17,1936.87
17.57,389.11,813.38,2984.89,4707.03,1267.76,8959.68,1220.06
8.89,94.79,124.41,903.49,3705.79,79.98,4689.26,228.09
2.25,132.88,448.18,1128.33,4508.81,1056.26,6693.4,583.31
3.49,17.44,66.26,519.58,2088.78,244.1,2852.46,87.19
0,35.89,188.43,574.25,3553.16,278.15,4405.56,224.32
0,9.53,47.65,495.57,2077.58,66.71,2639.86,57.18
24.03,632.71,1193.34,1593.79,5734.42,1529.71,8857.92,1850.08
0,6.85,191.77,541.06,876.65,232.86,1650.57,198.62
31.37,627.46,589.12,1934.67,6529.09,2457.56,10921.32,1247.95
0,28.45,42.68,497.94,2418.55,206.29,3122.78,71.13
8.03,40.13,593.85,995.1,1460.56,256.8,2712.46,642.01
0,51.17,65.79,519.04,2565.98,43.86,3128.88,116.96
3.54,81.32,463.16,1428.37,4324,1460.19,7212.56,548.02
81.95,1282.85,1625.09,2081.59,5679.78,1454.87,9216.24,2989.89
9.54,213.94,468.75,1178.7,2804.35,531.44,4514.49,692.23
0,5.68,64.35,698.35,3355.48,157.08,4210.91,70.03
0,75.56,285.45,1536.39,5012.17,411.38,6959.94,361.01
0,49.45,104.4,1000,4313.19,615.38,5928.57,153.85
7.51,135.23,1322.21,601.01,3718.73,120.2,4439.94,1464.95
1.96,3.91,74.36,495.06,2649.45,95.88,3240.39,80.23
0,235.58,150.62,1046.61,2143.44,668.13,3858.18,386.2
0,165.95,234.28,907.85,5349.47,410,6667.32,400.23
4.84,4.84,72.58,280.63,1049.93,101.61,1432.17,82.26
3.4,134.8,277.54,634.37,2419.66,463.31,3517.34,415.74
0,89.3,158.76,843.42,912.88,109.15,1865.45,248.06
43.76,517.78,2847.77,3824.98,7617.14,645.4,12087.52,3409.31
10.4,65.02,299.11,1191.22,2814.19,377.13,4382.54,374.53
10.15,116.75,411.15,670.02,1954.22,172.58,2796.82,538.05
0,26.29,52.59,376.86,1025.42,105.17,1507.45,78.88
6.33,47.46,680.21,578.97,3518.1,436.6,4533.67,734
0,214.46,351.72,737.75,3577.25,197.31,4512.31,566.18
2.06,45.34,61.83,698.72,4977.64,397.8,6074.16,109.23
0,21.66,0,341.09,3210.61,238.22,3789.92,21.66
6.86,150.92,823.21,1591.55,4726.62,294.99,6613.16,980.99
33.78,1037.86,1834.68,1183.71,1361.81,1578.28,4123.8,2906.32
7.97,812.3,770.44,2375.11,7888.81,1157.16,11421.08,1590.71
8.51,102.08,1352.5,1794.83,5631.17,204.15,7630.15,1463.09
50.21,1495.04,2359.67,3256.69,7728.45,2279.29,13264.43,3904.92
0,40.14,118.07,736.77,4656.76,240.87,5634.4,158.21
0,24.59,208.07,906.06,2209.36,382.1,3497.52,232.66
0,78.45,337.33,1051.23,3381.19,455.01,4887.43,415.78
3.15,343.71,1023.77,2116.9,2456.41,473.9656284,5047.275628,1370.63
9.02,126.27,99.22,469.02,3075.67,72.16,3616.85,234.51
14.02,473.79,624.34,1822.1,3562.28,1413.25,6797.63,1112.15
0,66.45,135.32,1324.85,3290.66,550.2,5165.71,201.77
7.52,71.48,199.4,504.14,1772.01,538,2814.15,278.4
10.04,80.31,230.9,1049.09,2745.71,115.45,3910.25,321.25
3.84,145.92,714.22,869.73,1578.19,754.54,3202.46,863.98
2.96,209.15,874.09,1481.82,4505.63,365.03,6352.48,1086.2
17.15,131.45,600.1,1440.25,5932.45,491.51,7864.21,748.7
2.95,50.23,407.73,1060.69,3371.15,112.27,4544.11,460.91
7.9,161.98,213.35,1031.17,3994.31,588.68,5614.16,383.23
5.4,2.7,67.48,161.95,645.09,29.69,836.73,75.58
0,33.24,41.55,556.71,2127.13,216.04,2899.88,74.79
0,35.78,259.63,425.23,2882.56,261.29,3569.08,295.41
0,65.95,135.2,431.97,2384.09,600.15,3416.21,201.15
0,6.32,101.05,157.9,1023.18,69.48,1250.56,107.37
5.96,177.07,92.79,1355.29,6063.03,593.36,8011.68,275.82
0,28.34,64.77,898.64,1384.39,97.15,2380.18,93.11
8.53,376.91,378.0046049,1510.79,3892.51,916.7,6320,763.4446049
0,167.75,309.94,535.2,1848.45,397.81,2781.46,477.69
10.14,470.19,1259.76,2311.67,2916.2,1982.16,7210.03,1740.09
0,0,39.54,96.03,1220.13,16.95,1333.11,39.54
3.09,111.35,278.38,685.65,2519.9,740.3,3945.85,392.82
5.97,571.62,1088.03,1358.17,2170.08,1696.96,5225.21,1665.62
6.66,46.64,46.64,313.15,1552.4,206.54,2072.09,99.94
7.79,54.56,417.02,1972.09,5401.82,978.25,8352.16,479.37
0,27.15,117.64,464.53,2310.57,111.61,2886.71,144.79
3.12,240.37,596.24,1011.43,4154.96,1117.56,6283.95,839.73
5.61,56.1,151.46,847.08,2199.04,263.66,3309.78,213.17
0,8.2,98.35,680.27,991.72,90.16,1762.15,106.55
7.17,136.21,587.86,781.42,3190.19,179.22,4150.83,731.24
0,3.33,9.99,233.03,958.75,49.94,1241.72,13.32
0,13.76,154.15,421.16,2177.38,121.12,2719.66,167.91
1.88,105.1,411,1415.03,3592.01,829.5,5836.54,517.98
12.72,322.84,984.41,760.18,1329.52,793.58,2883.28,1319.97
0,28.72,45.95,614.52,2015.85,310.13,2940.5,74.67
0,20.03,35.06,215.36,1312.17,315.52,1843.05,55.09
4.6,64.41,188.62,897.09,5644.75,266.83,6808.67,257.63
3.69,117.95,272.75,858.8,3693.19,169.55,4721.54,394.39
0,83.27,249.82,612.66,3491.55,386.63,4490.84,333.09
0,53.43,881.55,678.23,2045.09,347.28,3070.6,934.98
0,7.93,39.64,229.94,1379.64,118.93,1728.51,47.57
6.38,210.69,172.38,1468.43,4130.75,1110.9,6710.08,389.45
6.18,123.64,519.27,927.27,3081.63,194.73,4203.63,649.09
7.09,144.65,485.02,958.69,3563.88,285.05,4807.62,636.76
0,12.77,165.99,689.48,2362.1,197.91,3249.49,178.76
9.32,151.22,597.64,2039.42,5887.29,439.16,8365.87,758.18
24.3,40.49,631.68,1085.2,2834.47,267.25,4186.92,696.47
2.56,199.37,246.23,1230.28,2584.09,836.66,4651.03,448.16
